# Logfile created on 2022-01-07 12:51:29 +0000 by logger.rb/v1.4.2
[2022-01-07T12:51:29+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2022-01-07T12:51:29+00:00] INFO: *** Chef Infra Client 15.17.4 ***
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] created directory /opt/gitlab/sv/logrotate/log
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] created directory /opt/gitlab/sv/logrotate/log/main
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] created file /opt/gitlab/sv/logrotate/log/config
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] updated file contents /opt/gitlab/sv/logrotate/log/config
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] mode changed to 644
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] sending create action to ruby_block[verify_chown_persisted_on_logrotate] (immediate)
[2022-01-07T12:51:37+00:00] INFO: ruby_block[verify_chown_persisted_on_logrotate] called
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] created file /opt/gitlab/sv/logrotate/log/run
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] updated file contents /opt/gitlab/sv/logrotate/log/run
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/env] created directory /opt/gitlab/sv/logrotate/env
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/env] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/env] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/env] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] created directory /opt/gitlab/sv/logrotate/control
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] created file /opt/gitlab/sv/logrotate/control/t
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] updated file contents /opt/gitlab/sv/logrotate/control/t
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] owner changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] group changed to 0
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] mode changed to 755
[2022-01-07T12:51:37+00:00] INFO: link[/opt/gitlab/init/logrotate] created
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T12:51:37+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T12:51:37+00:00] INFO: link[/opt/gitlab/service/logrotate] created
[2022-01-07T12:51:39+00:00] INFO: ruby_block[wait for logrotate service socket] called
[2022-01-07T12:51:40+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T12:51:40+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] created directory /opt/gitlab/sv/redis
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] created file /opt/gitlab/sv/redis/run
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] updated file contents /opt/gitlab/sv/redis/run
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] created directory /opt/gitlab/sv/redis/log
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] created directory /opt/gitlab/sv/redis/log/main
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] created file /opt/gitlab/sv/redis/log/config
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] updated file contents /opt/gitlab/sv/redis/log/config
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] mode changed to 644
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] sending create action to ruby_block[verify_chown_persisted_on_redis] (immediate)
[2022-01-07T12:51:40+00:00] INFO: ruby_block[verify_chown_persisted_on_redis] called
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] created file /opt/gitlab/sv/redis/log/run
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] updated file contents /opt/gitlab/sv/redis/log/run
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/env] created directory /opt/gitlab/sv/redis/env
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/env] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/env] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/env] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/control] created directory /opt/gitlab/sv/redis/control
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/control] owner changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/control] group changed to 0
[2022-01-07T12:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/control] mode changed to 755
[2022-01-07T12:51:40+00:00] INFO: link[/opt/gitlab/init/redis] created
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T12:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T12:51:40+00:00] INFO: link[/opt/gitlab/service/redis] created
[2022-01-07T12:51:44+00:00] INFO: ruby_block[wait for redis service socket] called
[2022-01-07T12:51:44+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T12:51:44+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T12:51:46+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/etc/gitlab-redis-cli-rc] created file /opt/gitlab/etc/gitlab-redis-cli-rc
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/etc/gitlab-redis-cli-rc] updated file contents /opt/gitlab/etc/gitlab-redis-cli-rc
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/etc/gitlab-redis-cli-rc] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/etc/gitlab-redis-cli-rc] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/etc/gitaly/env] created directory /opt/gitlab/etc/gitaly/env
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] created file /opt/gitlab/etc/gitaly/env/HOME
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] updated file contents /opt/gitlab/etc/gitaly/env/HOME
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] created file /opt/gitlab/etc/gitaly/env/PATH
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] updated file contents /opt/gitlab/etc/gitaly/env/PATH
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] created file /opt/gitlab/etc/gitaly/env/TZ
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] updated file contents /opt/gitlab/etc/gitaly/env/TZ
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] created file /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] updated file contents /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] created file /opt/gitlab/etc/gitaly/env/ICU_DATA
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] updated file contents /opt/gitlab/etc/gitaly/env/ICU_DATA
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] created file /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] updated file contents /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] created file /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] updated file contents /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] created file /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2022-01-07T12:51:46+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] updated file contents /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly] created directory /opt/gitlab/sv/gitaly
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] created file /opt/gitlab/sv/gitaly/run
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] updated file contents /opt/gitlab/sv/gitaly/run
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] created directory /opt/gitlab/sv/gitaly/log
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] created directory /opt/gitlab/sv/gitaly/log/main
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] created file /opt/gitlab/sv/gitaly/log/config
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] updated file contents /opt/gitlab/sv/gitaly/log/config
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] mode changed to 644
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] sending create action to ruby_block[verify_chown_persisted_on_gitaly] (immediate)
[2022-01-07T12:51:46+00:00] INFO: ruby_block[verify_chown_persisted_on_gitaly] called
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] created file /opt/gitlab/sv/gitaly/log/run
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] updated file contents /opt/gitlab/sv/gitaly/log/run
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] created directory /opt/gitlab/sv/gitaly/env
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] created directory /opt/gitlab/sv/gitaly/control
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] owner changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] group changed to 0
[2022-01-07T12:51:46+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] mode changed to 755
[2022-01-07T12:51:46+00:00] INFO: link[/opt/gitlab/init/gitaly] created
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T12:51:46+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T12:51:46+00:00] INFO: link[/opt/gitlab/service/gitaly] created
[2022-01-07T12:51:50+00:00] INFO: ruby_block[wait for gitaly service socket] called
[2022-01-07T12:51:50+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T12:51:50+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T12:51:52+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] created file /opt/gitlab/etc/gitlab-psql-rc
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] updated file contents /opt/gitlab/etc/gitlab-psql-rc
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql] created directory /opt/gitlab/sv/postgresql
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] created file /opt/gitlab/sv/postgresql/run
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] updated file contents /opt/gitlab/sv/postgresql/run
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] created directory /opt/gitlab/sv/postgresql/log
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] created directory /opt/gitlab/sv/postgresql/log/main
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] created file /opt/gitlab/sv/postgresql/log/config
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] updated file contents /opt/gitlab/sv/postgresql/log/config
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] mode changed to 644
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] sending create action to ruby_block[verify_chown_persisted_on_postgresql] (immediate)
[2022-01-07T12:51:52+00:00] INFO: ruby_block[verify_chown_persisted_on_postgresql] called
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] created file /opt/gitlab/sv/postgresql/log/run
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] updated file contents /opt/gitlab/sv/postgresql/log/run
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] created directory /opt/gitlab/sv/postgresql/env
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] created directory /opt/gitlab/sv/postgresql/control
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] created file /opt/gitlab/sv/postgresql/control/t
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] updated file contents /opt/gitlab/sv/postgresql/control/t
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] owner changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] group changed to 0
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] mode changed to 755
[2022-01-07T12:51:52+00:00] INFO: link[/opt/gitlab/init/postgresql] created
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T12:51:52+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T12:51:52+00:00] INFO: link[/opt/gitlab/service/postgresql] created
[2022-01-07T12:51:56+00:00] INFO: ruby_block[wait for postgresql service socket] called
[2022-01-07T12:51:56+00:00] INFO: directory[/opt/gitlab/service/postgresql/supervise] mode changed to 755
[2022-01-07T12:51:56+00:00] INFO: directory[/opt/gitlab/service/postgresql/log/supervise] mode changed to 755
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] created file /opt/gitlab/service/postgresql/supervise/ok
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] created file /opt/gitlab/service/postgresql/log/supervise/ok
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] created file /opt/gitlab/service/postgresql/supervise/control
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] created file /opt/gitlab/service/postgresql/log/supervise/control
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] owner changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] group changed to 996
[2022-01-07T12:51:56+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] updated atime and mtime to 2022-01-07 12:51:56 +0000
[2022-01-07T12:51:58+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T12:51:58+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T12:51:58+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T12:51:58+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
[2022-01-07T12:51:58+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] updated atime and mtime to 2022-01-07 12:51:58 +0000
[2022-01-07T12:51:59+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T12:51:59+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T12:51:59+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
